OrderID,Date,Product,Category,Region,Quantity,UnitPrice,Revenue,DiscountPercent,FinalRevenue,Profit,CustomerType,SalesChannel,PaymentMethod
1074,2025-10-15,Camera,Electronics,East,8,35355,282840,14.18,242733.29,39810.69,New,Online,Credit Card
1075,2025-08-14,Camera,Electronics,South,3,14266,42798,12.64,37388.33,6980.93,Premium,Offline,Debit Card
1076,2024-01-17,Keyboard,Accessories,South,3,31531,94593,12.02,83222.92,24135.94,Premium,Offline,Cash
1077,2025-02-24,Camera,Electronics,South,7,34862,244034,11.22,216653.39,47258.21,New,Offline,Credit Card
1078,2025-02-25,Headphones,Accessories,North,7,31323,219261,9.52,198387.35,45304.94,Premium,Offline,Cash
1079,2025-08-17,Smartwatch,Wearables,East,6,24383,146298,12.02,128712.98,37417.79,Regular,Offline,Cash
1080,2024-01-06,Headphones,Accessories,South,7,42943,300601,19.7,241382.6,71331.41,Regular,Offline,Cash
1081,2024-01-01,Smartwatch,Wearables,West,6,12569,75414,1.45,74320.5,8109.84,Premium,Offline,Credit Card
1082,2024-08-29,Camera,Electronics,West,2,43983,87966,17.67,72422.41,18206.09,New,Offline,Cash
1083,2024-02-16,Smartwatch,Wearables,East,1,2965,2965,8.06,2726.02,635.66,New,Online,Cash
1084,2024-02-20,Mouse,Accessories,East,10,40149,401490,5.42,379729.24,81029.8,Regular,Online,Debit Card
1085,2024-02-15,Mouse,Accessories,East,7,41124,287868,8.66,262938.63,43638.41,Premium,Offline,Credit Card
1086,2025-12-29,Keyboard,Accessories,East,3,32511,97533,10.91,86892.15,10602.84,New,Online,Cash
1087,2025-02-28,Smartwatch,Wearables,West,5,36691,183455,19.23,148176.6,15655.26,Premium,Online,Credit Card
1088,2025-01-16,Smartwatch,Wearables,North,4,33351,133404,14.56,113980.38,23776.75,Premium,Offline,Credit Card
1089,2024-10-12,Printer,Office Equipment,West,8,45962,367696,17.8,302246.11,48131.53,New,Offline,Credit Card
1090,2025-07-12,Smartphone,Electronics,West,5,37521,187605,17.51,154755.36,25090.7,New,Offline,Credit Card
1091,2025-09-22,Monitor,Electronics,South,10,19380,193800,13.45,167733.9,46753.13,New,Offline,UPI
1092,2025-03-25,Tablet,Electronics,East,8,1736,13888,7.46,12851.96,3049.51,New,Online,Debit Card
1093,2024-04-12,Keyboard,Accessories,West,6,6368,38208,8.13,35101.69,3668.43,Premium,Offline,Cash
1094,2024-07-26,Laptop,Electronics,South,2,3727,7454,8.37,6830.1,1892.5,New,Online,Cash
1095,2024-12-10,Monitor,Electronics,East,10,9682,96820,19.81,77639.96,8936.3,Regular,Offline,Credit Card
1096,2024-08-07,Laptop,Electronics,East,10,44779,447790,1.07,442998.65,129602.47,Regular,Offline,Cash
1097,2025-12-16,Smartphone,Electronics,South,8,8571,68568,19.12,55457.8,7669.02,New,Offline,Cash
1098,2025-05-02,Tablet,Electronics,East,3,31515,94545,6.98,87945.76,17689.53,New,Online,UPI
1099,2024-05-06,Printer,Office Equipment,North,9,34202,307818,13.68,265708.5,66550.32,New,Offline,Debit Card
1100,2024-12-10,Smartwatch,Wearables,South,7,41027,287189,19.01,232594.37,51742.61,Regular,Offline,Cash
1101,2024-04-12,Headphones,Accessories,South,2,36823,73646,18.25,60205.61,16581.4,Regular,Offline,Credit Card
1102,2024-09-17,Monitor,Electronics,North,5,26595,132975,2.46,129703.82,35325.44,Premium,Offline,Credit Card
1103,2025-01-20,Headphones,Accessories,North,5,6887,34435,7.52,31845.49,6445.5,Premium,Offline,Credit Card
1104,2025-08-05,Keyboard,Accessories,East,5,10872,54360,7.81,50114.48,12759.24,Regular,Online,Credit Card
1105,2025-05-29,Camera,Electronics,West,6,39225,235350,14.17,202000.91,32593.29,New,Online,Cash
1106,2025-02-19,Mouse,Accessories,South,6,39707,238242,1.68,234239.53,54646.8,Premium,Offline,Debit Card
1107,2025-01-27,Keyboard,Accessories,South,3,41148,123444,7.88,113716.61,33362.85,New,Online,Cash
1108,2024-08-07,Keyboard,Accessories,South,3,34044,102132,16.42,85361.93,21252.61,New,Online,Cash
1109,2024-09-06,Keyboard,Accessories,North,6,4454,26724,3.13,25887.54,3972.01,Regular,Offline,Cash
1110,2024-04-12,Keyboard,Accessories,West,6,18266,109596,15.78,92301.75,21777.96,Premium,Offline,Debit Card
1111,2024-07-29,Headphones,Accessories,North,5,46003,230015,7.29,213246.91,24490.62,New,Online,Debit Card
1112,2025-02-20,Printer,Office Equipment,West,10,37835,378350,15.08,321294.82,46663.36,Premium,Online,Cash
1113,2025-05-21,Mouse,Accessories,West,9,24138,217242,12.24,190651.58,34677.67,New,Online,Debit Card
1114,2024-07-07,Mouse,Accessories,East,9,26475,238275,12.68,208061.73,50044.6,Premium,Offline,Cash
1115,2025-01-23,Printer,Office Equipment,South,9,33900,305100,1.79,299638.71,46860.35,New,Online,Cash
1116,2024-11-21,Camera,Electronics,East,8,34510,276080,7.25,256064.2,55441.14,New,Online,UPI
1117,2025-04-30,Smartwatch,Wearables,West,9,36716,330444,4.89,314285.29,84244.59,Premium,Online,Debit Card
1118,2025-02-15,Mouse,Accessories,South,3,30886,92658,2.26,90563.93,14999.01,Regular,Online,Credit Card
1119,2025-01-26,Printer,Office Equipment,North,4,2167,8668,17.17,7179.7,1337.47,Regular,Offline,UPI
1120,2025-09-13,Camera,Electronics,East,9,44688,402192,18.76,326740.78,49416.72,New,Online,Debit Card
1121,2024-02-22,Printer,Office Equipment,East,2,24487,48974,13.22,42499.64,12145.54,Premium,Offline,Debit Card
1122,2024-05-05,Camera,Electronics,South,9,35132,316188,0.05,316029.91,46496.51,Regular,Online,Credit Card
1123,2024-08-02,Tablet,Electronics,South,1,35468,35468,10.8,31637.46,7551.16,Premium,Online,Cash
1124,2025-09-03,Laptop,Electronics,North,9,7243,65187,0.07,65141.37,8914.15,New,Offline,Debit Card
1125,2025-04-26,Headphones,Accessories,East,6,39741,238446,2.1,233438.63,43734.19,Regular,Online,UPI
1126,2025-05-08,Mouse,Accessories,North,5,11760,58800,2.58,57282.96,14874.98,New,Online,Debit Card
1127,2024-09-05,Laptop,Electronics,South,3,3956,11868,4.94,11281.72,2781.7,Regular,Online,UPI
1128,2025-04-28,Monitor,Electronics,West,4,19334,77336,19.45,62294.15,15558.76,Regular,Online,Credit Card
1129,2025-03-20,Monitor,Electronics,West,8,40129,321032,5.68,302797.38,87208.53,Premium,Online,Cash
1130,2024-11-09,Monitor,Electronics,East,5,856,4280,1.45,4217.94,1043.54,Premium,Online,Cash
1131,2025-04-09,Keyboard,Accessories,South,6,14061,84366,11.06,75035.12,17448.92,New,Online,UPI
1132,2025-08-17,Smartphone,Electronics,East,5,9647,48235,1.08,47714.06,9984.38,New,Online,Cash
1133,2024-02-01,Camera,Electronics,East,6,49537,297222,18.45,242384.54,31053.28,Regular,Offline,UPI
1134,2025-07-04,Headphones,Accessories,South,2,38520,77040,9.44,69767.42,17237.8,New,Online,Cash
1135,2025-05-31,Tablet,Electronics,South,2,4948,9896,7.96,9108.28,1159.39,New,Offline,Debit Card
1136,2025-05-19,Headphones,Accessories,North,2,22239,44478,7.11,41315.61,10750.53,Regular,Online,Cash
1137,2025-11-04,Printer,Office Equipment,South,2,39402,78804,2.17,77093.95,19226.04,New,Online,Credit Card
1138,2024-09-28,Headphones,Accessories,North,4,46260,185040,4.14,177379.34,44546.26,Regular,Online,Debit Card
1139,2024-03-13,Headphones,Accessories,South,9,32777,294993,10.79,263163.26,34296.48,Regular,Offline,Cash
1140,2024-09-03,Smartphone,Electronics,East,5,31218,156090,1.41,153889.13,15515.88,New,Online,Cash
1141,2025-03-29,Smartwatch,Wearables,South,8,28099,224792,10.18,201908.17,47469.45,Premium,Offline,Cash
1142,2024-04-13,Camera,Electronics,North,9,17022,153198,17.62,126204.51,17818.88,Regular,Offline,Cash
1143,2025-05-20,Laptop,Electronics,South,10,46101,461010,9.61,416706.94,67003.39,Regular,Offline,Credit Card
1144,2025-04-22,Smartphone,Electronics,South,7,49301,345107,8.27,316566.65,64944.88,Regular,Offline,Cash
1145,2024-06-28,Keyboard,Accessories,West,8,36051,288408,13.2,250338.14,47946.26,Premium,Offline,Credit Card
1146,2024-08-19,Laptop,Electronics,North,5,36862,184310,15.2,156294.88,35413.68,Premium,Offline,UPI
1147,2025-03-05,Smartwatch,Wearables,East,2,26053,52106,14.51,44545.42,11400.79,New,Online,Debit Card
1148,2025-06-08,Headphones,Accessories,East,2,43858,87716,10.67,78356.7,9618.43,Regular,Offline,Cash
1149,2025-10-23,Printer,Office Equipment,South,5,15861,79305,1.97,77742.69,12563.91,New,Online,Credit Card
1150,2025-08-22,Smartphone,Electronics,South,6,10479,62874,13.43,54430.02,5595.04,Regular,Online,Credit Card
1151,2024-10-07,Smartphone,Electronics,North,9,2065,18585,1.16,18369.41,4580.35,Premium,Offline,Credit Card
1152,2024-10-08,Headphones,Accessories,East,2,12025,24050,12.36,21077.42,3595.54,Regular,Online,UPI
1153,2024-03-27,Smartwatch,Wearables,South,4,8744,34976,19.38,28197.65,3757.74,New,Online,Debit Card
1154,2024-11-16,Smartphone,Electronics,West,9,44675,402075,9.09,365526.38,84981.15,Premium,Offline,Credit Card
1155,2024-05-04,Camera,Electronics,North,8,36385,291080,13.68,251260.26,33048.76,New,Online,UPI
1156,2024-11-30,Keyboard,Accessories,North,3,7279,21837,8.63,19952.47,2137.99,Premium,Offline,Debit Card
1157,2025-10-11,Smartphone,Electronics,North,8,45226,361808,6.31,338977.92,84550.91,Regular,Online,UPI
1158,2024-01-21,Printer,Office Equipment,West,9,22597,203373,12.76,177422.61,28842.22,New,Offline,Debit Card
1159,2025-11-04,Headphones,Accessories,North,1,40536,40536,17.72,33353.02,5649.36,New,Offline,Cash
1160,2025-08-29,Smartphone,Electronics,West,4,3551,14204,17.98,11650.12,1851.96,Regular,Online,Cash
1161,2024-01-04,Smartphone,Electronics,South,9,40207,361863,9.22,328499.23,96320.88,New,Offline,UPI
1162,2025-05-07,Laptop,Electronics,South,2,27103,54206,7.3,50248.96,5292.59,New,Offline,Cash
1163,2024-03-18,Laptop,Electronics,North,2,7652,15304,10.87,13640.46,2237.94,New,Offline,UPI
1164,2025-09-03,Smartphone,Electronics,South,5,18143,90715,9.88,81752.36,11868.85,Premium,Online,Cash
1165,2025-06-24,Laptop,Electronics,North,7,21440,150080,5.69,141540.45,36211.55,Regular,Online,Cash
1166,2025-07-16,Camera,Electronics,North,7,23281,162967,15.74,137315.99,21264.5,New,Offline,UPI
1167,2025-01-05,Camera,Electronics,South,9,960,8640,4.05,8290.08,1580.99,Premium,Online,UPI
1168,2025-10-12,Smartphone,Electronics,North,1,16574,16574,18.53,13502.84,3557.42,Premium,Online,UPI
1169,2025-04-10,Mouse,Accessories,South,1,5987,5987,6.07,5623.59,963.96,Premium,Offline,Debit Card
1170,2024-09-29,Tablet,Electronics,East,7,20406,142842,11.04,127072.24,19382.33,Premium,Online,Debit Card
1171,2024-12-28,Smartphone,Electronics,North,7,38988,272916,13.98,234762.34,58007.46,New,Offline,UPI
1172,2024-09-25,Camera,Electronics,North,6,22991,137946,18.39,112577.73,17782.81,Premium,Offline,Debit Card
1173,2025-02-15,Printer,Office Equipment,North,6,41193,247158,4.98,234849.53,24944.44,New,Offline,Debit Card
1174,2025-11-26,Headphones,Accessories,South,9,15644,140796,11.39,124759.34,15634.74,New,Online,Cash
1175,2025-05-14,Tablet,Electronics,North,10,5346,53460,10.98,47590.09,13080.3,New,Offline,Credit Card
1176,2024-02-18,Camera,Electronics,South,9,809,7281,11.28,6459.7,905.35,New,Online,Debit Card
1177,2024-02-07,Camera,Electronics,West,9,12545,112905,4.37,107971.05,30841.66,New,Offline,Cash
1178,2025-07-21,Smartwatch,Wearables,South,7,17029,119203,18.14,97579.58,20853.79,New,Online,Debit Card
1179,2024-02-07,Headphones,Accessories,East,8,21111,168888,10.77,150698.76,22101.01,New,Offline,UPI
1180,2024-10-22,Printer,Office Equipment,East,2,37417,74834,19.51,60233.89,13799.75,Regular,Online,Cash
1181,2024-05-25,Printer,Office Equipment,West,2,25913,51826,17.76,42621.7,12020.07,Regular,Online,Debit Card
1182,2025-09-17,Laptop,Electronics,North,8,30175,241400,10.97,214918.42,33330.73,Regular,Offline,Credit Card
1183,2024-09-15,Monitor,Electronics,South,7,27915,195405,14.76,166563.22,49560.18,Premium,Online,Cash
1184,2024-10-15,Smartwatch,Wearables,South,9,31465,283185,4.82,269535.48,54815.02,Regular,Offline,Debit Card
1185,2025-01-05,Mouse,Accessories,West,3,17838,53514,15.74,45090.9,10602.89,New,Online,Debit Card
1186,2024-09-11,Smartwatch,Wearables,West,6,27109,162654,14.43,139183.03,39750.51,Regular,Online,Credit Card
1187,2025-05-03,Camera,Electronics,West,4,38985,155940,14.38,133515.83,39817.73,Regular,Offline,Debit Card
1188,2025-11-12,Headphones,Accessories,East,1,47793,47793,14.15,41030.29,8785.45,Premium,Offline,UPI
1189,2025-04-06,Laptop,Electronics,West,3,47663,142989,8.02,131521.28,28026.01,New,Online,UPI
1190,2024-07-21,Keyboard,Accessories,West,1,23784,23784,6.36,22271.34,5615.12,New,Offline,Debit Card
1191,2025-07-27,Smartphone,Electronics,South,10,26604,266040,15.55,224670.78,67295.98,New,Offline,UPI
1192,2025-02-13,Monitor,Electronics,North,8,11552,92416,4.82,87961.55,22946.55,Premium,Online,Credit Card
1193,2025-09-26,Printer,Office Equipment,East,9,21425,192825,15.33,163264.93,38133.23,Premium,Offline,UPI
1194,2025-05-11,Laptop,Electronics,North,4,15969,63876,12.88,55648.77,14679.51,Premium,Online,UPI
1195,2024-06-04,Keyboard,Accessories,East,1,34636,34636,11.58,30625.15,7445.77,New,Online,Debit Card
1196,2024-10-14,Smartphone,Electronics,South,1,43969,43969,2.67,42795.03,12556.49,Premium,Offline,Cash
1197,2024-03-17,Tablet,Electronics,South,8,13825,110600,0.59,109947.46,28391.37,Premium,Online,UPI
1198,2025-02-07,Tablet,Electronics,East,2,43972,87944,4.31,84153.61,17203.55,Regular,Online,Cash
1199,2024-08-27,Keyboard,Accessories,South,8,31560,252480,18.95,204635.04,26714.18,Premium,Offline,Cash
1200,2024-05-29,Laptop,Electronics,West,7,12138,84966,0.02,84949.01,16174.89,Regular,Online,Credit Card
1201,2024-06-08,Tablet,Electronics,South,6,22478,134868,3.36,130336.44,27292.09,New,Online,Debit Card
1202,2025-01-05,Printer,Office Equipment,South,8,13056,104448,4.21,100050.74,28355.63,Premium,Online,Credit Card
1203,2025-01-15,Smartphone,Electronics,East,8,25344,202752,17.59,167087.92,33120.79,New,Offline,UPI
1204,2025-09-12,Tablet,Electronics,North,4,23839,95356,3.57,91951.79,9850.61,New,Offline,Debit Card
1205,2024-10-11,Mouse,Accessories,South,3,47972,143916,15.81,121162.88,34141.27,New,Offline,Debit Card
1206,2025-07-15,Mouse,Accessories,West,2,45072,90144,12.04,79290.66,13209.1,Premium,Online,Credit Card
1207,2025-04-26,Tablet,Electronics,East,10,22498,224980,11.7,198657.34,31269.86,New,Offline,UPI
1208,2024-07-22,Tablet,Electronics,South,7,3917,27419,15.49,23171.8,3891.89,New,Online,Debit Card
1209,2024-09-19,Camera,Electronics,East,9,28241,254169,17.08,210756.93,34124.45,Premium,Offline,Debit Card
1210,2024-04-27,Keyboard,Accessories,West,1,45210,45210,8.16,41520.86,4713.92,Premium,Offline,Debit Card
1211,2024-03-18,Camera,Electronics,East,6,31747,190482,6.23,178614.97,24144.05,New,Offline,Debit Card
1212,2025-05-24,Keyboard,Accessories,South,1,33750,33750,13.46,29207.25,3584.24,Premium,Online,Debit Card
1213,2024-09-27,Camera,Electronics,North,2,46552,93104,5.33,88141.56,20004.94,New,Online,Credit Card
1214,2024-12-29,Smartphone,Electronics,West,2,29881,59762,0.81,59277.93,16245.15,Premium,Online,Debit Card
1215,2025-09-04,Tablet,Electronics,North,6,46707,280242,7.77,258467.2,35229.37,New,Online,UPI
1216,2024-06-05,Monitor,Electronics,West,4,15288,61152,7.19,56755.17,14975.15,New,Offline,Credit Card
1217,2024-03-29,Keyboard,Accessories,East,4,33832,135328,11.01,120428.39,31529.39,Regular,Online,Cash
1218,2025-06-27,Laptop,Electronics,West,2,44994,89988,16.16,75445.94,17059.17,New,Online,UPI
1219,2025-07-25,Mouse,Accessories,South,3,30141,90423,1.23,89310.8,12792.98,New,Offline,UPI
1220,2025-02-23,Keyboard,Accessories,East,6,32427,194562,1.99,190690.22,52495.46,Premium,Offline,Debit Card
1221,2025-06-04,Headphones,Accessories,South,6,37940,227640,1.22,224862.79,61728.73,New,Online,Credit Card
1222,2024-02-09,Tablet,Electronics,East,9,27344,246096,3.09,238491.63,36994.73,Premium,Online,Debit Card
1223,2024-03-05,Headphones,Accessories,North,9,44442,399978,17.25,330981.79,85931.75,Premium,Offline,Cash
1224,2024-09-29,Headphones,Accessories,East,7,14291,100037,12.57,87462.35,15509.23,Premium,Online,Cash
1225,2024-11-08,Printer,Office Equipment,East,8,40152,321216,19.29,259253.43,33296.12,Regular,Online,UPI
1226,2024-02-22,Headphones,Accessories,West,10,15706,157060,7.93,144605.14,31756.91,Regular,Online,Debit Card
1227,2024-06-25,Camera,Electronics,South,2,9162,18324,15.97,15397.66,4157.98,Regular,Offline,UPI
1228,2024-10-23,Printer,Office Equipment,East,10,30723,307230,19.45,247473.76,36511.78,Regular,Online,Credit Card
1229,2024-03-21,Keyboard,Accessories,North,7,29566,206962,4.47,197710.8,41140.85,New,Offline,Cash
1230,2025-08-03,Keyboard,Accessories,South,1,27590,27590,8.73,25181.39,3186.91,New,Online,UPI
1231,2025-08-05,Camera,Electronics,East,6,37500,225000,7.19,208822.5,30955.37,Regular,Online,Cash
1232,2025-12-04,Monitor,Electronics,West,9,32910,296190,18.13,242490.75,55357.33,Premium,Offline,Credit Card
1233,2025-05-10,Laptop,Electronics,West,4,26628,106512,19.74,85486.53,22604.05,Premium,Offline,UPI
1234,2024-06-30,Mouse,Accessories,South,5,36688,183440,15.79,154474.82,35225.8,Regular,Online,UPI
1235,2024-04-24,Keyboard,Accessories,West,9,19940,179460,5.81,169033.37,18569.01,Premium,Online,UPI
1236,2024-08-23,Mouse,Accessories,East,10,14796,147960,9.7,133607.88,23729.71,Premium,Online,Debit Card
1237,2025-01-23,Smartwatch,Wearables,North,2,36904,73808,11.59,65253.65,16864.68,New,Offline,Cash
1238,2025-07-07,Keyboard,Accessories,West,10,39500,395000,7.23,366441.5,59214.99,Premium,Online,Credit Card
1239,2024-10-05,Mouse,Accessories,West,8,1979,15832,4.46,15125.89,3793.62,New,Offline,UPI
1240,2025-08-22,Headphones,Accessories,North,10,31509,315090,15.56,266062.0,32030.19,Regular,Online,Cash
1241,2025-07-24,Camera,Electronics,South,3,19235,57705,3.27,55818.05,14074.03,Premium,Online,Debit Card
1242,2025-12-26,Keyboard,Accessories,East,6,2683,16098,8.57,14718.4,2678.84,Premium,Offline,Cash
1243,2025-12-22,Monitor,Electronics,South,3,35020,105060,3.7,101172.78,19799.12,Regular,Online,Credit Card
1244,2025-02-19,Smartwatch,Wearables,West,7,12527,87689,9.05,79753.15,15177.54,Regular,Offline,Cash
1245,2024-02-08,Laptop,Electronics,East,1,29554,29554,16.2,24766.25,6161.94,New,Offline,Cash
1246,2024-08-12,Headphones,Accessories,North,8,10999,87992,6.99,81841.36,14794.74,New,Offline,Cash
1247,2024-04-14,Printer,Office Equipment,East,2,16131,32262,17.95,26470.97,4540.48,Regular,Online,Credit Card
